"id_pessoa";"idade_pessoa";"salario_pessoa";"propriedade_pessoa";"tempo_trabalho";"id_emprestimo";"motivo_emprestimo";"nivel_emprestimo";"total_emprestimo";"taxa_juros";"possibilidade_inadimplencia";"renda_percentual";"id_historico";"inadimplencia_historico";"tempo_ultimo_credito"
"sgPHvjSF-4drq";31;28800;"Alugada";0.0;"P5oUt27z-hpBS";"Pessoal";"C";6200;12.23;0;0.22;"AhDlN67H-dJ6a";"nao";9
"WQz1xCtg-rQBx";23;0;"Alugada";0.0;"ccLb7jaq-h2TA";"Medico";"A";12000;15.68;0;0.0;"Wx5Mn82L-Zz8N";"sim";3
"yuc3qfdx-Onja";27;91800;"Hipotecada";4.0;"4kkDYjoH-lbFt";"Medico";"D";25000;16.07;1;0.23;"401KANYb-30fK";"nao";9
"y8p9IhYh-HWOZ";24;44000;"Alugada";1.0;"LjhCZI6K-fN9l";"Empreendimento";"D";10000;0.0;1;0.23;"iqNHAGy9-AK1P";"sim";3
"YUBW1l1Z-CJlc";22;88200;"Hipotecada";6.0;"tCU0Nzur-aMzy";"Pagamento de debitos";"A";21000;6.17;0;0.24;"t1OeeRmK-C0cN";"nao";2
"r7gg0Ukx-SkjG";25;60000;"Hipotecada";6.0;"kWJLMt5l-AoyM";"Empreendimento";"D";8400;16.89;0;0.14;"3K230qMt-1qjk";"nao";3
"babclSoc-pkLE";24;38700;"Alugada";2.0;"Ha839P3y-zzWh";"Medico";"B";10000;0.0;0;0.26;"v69P0XyW-3G7x";"nao";3
"iaIkFQGz-2Knj";33;63996;"Hipotecada";15.0;"k8hIJy3l-H7bm";"Educativo";"A";3200;5.42;0;0.05;"MtEjHHxc-YXWF";"nao";8
"Ud4Ze4ac-afSM";22;56368;"Hipotecada";5.0;"Mfr1xgxL-TWCp";"Educativo";"C";6000;12.99;0;0.11;"5O1cpjpw-IQv7";"nao";2
"Z02cn5rP-NABf";23;30188;"Alugada";3.0;"MrGTH2Nb-zMXp";"Pessoal";"C";8000;14.65;0;0.27;"PBqTrqXN-1Kww";"nao";2
"PANyuI3i-LQ9y";21;30000;"Alugada";0.0;"csYrR3zl-o8wp";"Empreendimento";"A";3500;0.0;0;0.12;"YM84u8B0-ZdCS";"nao";4
"0NUo1qwp-bP8D";23;32000;"Alugada";0.0;"Bou4wh7A-0NCB";"Medico";"C";8500;13.16;0;0.27;"9Z8oxfzn-TlcL";"sim";4
"vazRHZxW-aH3R";39;48000;"Alugada";3.0;"oh0uoLeR-9L0L";"Medico";"C";8400;12.53;0;0.17;"4N0WnLvf-iH01";"sim";17
"m4ET0TY0-ECS7";22;35000;"Alugada";4.0;"AnqoSbMH-tbFI";"Pessoal";"C";5000;13.23;0;0.14;"jaUxyfpZ-WJUn";"nao";2
"AAooig5W-zp76";41;70000;"Hipotecada";12.0;"7ao1f4so-i0v8";"Pagamento de debitos";"B";4200;0.0;0;0.06;"wWHveb3L-Z0xi";"sim";14
"P5aaxbP0-gGHo";23;17688;"Alugada";0.0;"hZerzTIu-GUUw";"Pagamento de debitos";"B";1700;11.11;0;0.1;"0KJaNxsh-IeYK";"nao";3
"wzOKaXaA-HRcE";31;190000;"Hipotecada";4.0;"MNW74JpF-U2Ma";"Pagamento de debitos";"A";9000;6.03;0;0.05;"uqHT6iWD-taWX";"nao";7
"vX1YNB5l-t3Ck";31;111000;"Hipotecada";3.0;"ez3kYm85-1UnZ";"Pessoal";"A";5150;6.62;0;0.05;"UyE0z1EZ-8Kd6";"nao";7
"MKM7QJze-OyuM";25;54000;"Hipotecada";9.0;"ct6W8N79-J8vq";"Pagamento de debitos";"B";12000;12.53;1;0.22;"T5OBOp5W-rW6G";"nao";4
"EARG280W-obvm";23;52800;"Alugada";3.0;"wAhreapv-hUpI";"Educativo";"A";4500;6.76;0;0.09;"ZUvtRJSf-NldL";"nao";4
"GpYlfI6I-E5PZ";25;42000;"Alugada";2.0;"t000FCda-AWsy";"Educativo";"A";12000;7.9;0;0.29;"AnLodx0w-SWCD";"nao";4
"8Knp74FQ-GUL7";22;41160;"Alugada";2.0;"8ezuhXRl-5wg6";"Pagamento de debitos";"A";11936;12.99;0;0.29;"tboFgU4p-pjAP";"nao";3
"ebfXGaEc-mYyU";25;100500;"Alugada";5.0;"D9PKwWNN-JsJY";"Pessoal";"B";9000;0.0;0;0.09;"U0iTRI5F-J3ev";"nao";4
"mAlnuZeM-MHLf";37;44000;"Alugada";0.0;"xjSJJMn1-ci1w";"Pessoal";"B";1700;10.59;1;0.04;"wTd8AaLE-z46T";"nao";17
"sfa9UMWH-ObWu";25;44000;"Alugada";1.0;"JZUwT5vk-NjBp";"Educativo";"A";2800;6.92;0;0.06;"hBd5yTaX-yGDr";"nao";3
"gpzDd2WJ-mbwg";23;60000;"Hipotecada";7.0;"d3TBqomf-7Oeu";"Empreendimento";"A";7200;0.0;0;0.12;"okA2eABF-n9WA";"nao";4
"qvOkUEew-AHlI";23;60000;"Alugada";1.0;"jGosfFS7-dLtg";"Educativo";"C";11000;14.22;0;0.18;"lji8xcaf-DhkD";"nao";4
"4mqfM8RE-dXgk";32;77500;"Hipotecada";3.0;"N58fUrBK-Cdy8";"Pessoal";"B";13000;0.0;0;0.17;"288faWon-Tg4J";"nao";10
"frMpguAW-39fy";27;120000;"Hipotecada";2.0;"hFQNlWdT-dRe3";"Empreendimento";"B";16000;12.21;0;0.13;"GODe0QNN-ZKkk";"nao";5
"iGrAFwIx-0cQQ";26;28800;"Alugada";10.0;"7PL7CQfY-KDO6";"Medico";"B";15000;10.0;1;0.52;"9wM9NIcS-StHF";"nao";3
"ATWus0Mh-PWQ9";23;34320;"Alugada";5.0;"aEUb2M00-eset";"Pagamento de debitos";"F";7000;18.3;1;0.2;"uhq86SCF-D8eP";"sim";3
"6b2w9ujK-f93t";23;44000;"Alugada";7.0;"ITuk3QGM-22Ye";"Medico";"C";9800;13.11;1;0.22;"ziZMe43g-D9J9";"nao";2
"0fP1s82F-x029";26;85000;"Hipotecada";0.0;"9ozZjt4U-ibHm";"Empreendimento";"B";20000;10.37;0;0.24;"S3PJBbMM-Tx2s";"nao";2
"KGPXwWUu-iioT";28;13500;"Propria";0.0;"BDrIsfea-GJSa";"Empreendimento";"A";6700;9.63;1;0.5;"xyl313my-mukb";"nao";8
"58SzBJPX-2aPl";24;36000;"Hipotecada";3.0;"yCNoyWOm-D7ls";"Medico";"C";8000;13.61;0;0.22;"BPZKcC6o-r9ko";"nao";2
"zib1eu0E-Xfwa";31;86000;"Alugada";0.0;"HWi6fh0W-MCM3";"Pessoal";"A";2000;5.99;0;0.02;"6Zi07c6w-b5af";"nao";5
"EZwfD2M3-CeWr";28;130000;"Hipotecada";2.0;"xjH6y7XN-ZcFe";"Melhora do lar";"D";12000;13.55;0;0.09;"yBivO4jB-FvjW";"sim";8
"hgXF2Ex6-gWd3";35;175000;"Propria";19.0;"UUAHnhF9-OJsM";"Medico";"C";24000;12.73;0;0.14;"oIiHTQrp-tuPW";"nao";10
"dO8sz8HM-nJOP";21;12540;"Alugada";0.0;"KtllTECc-C0Mx";"Melhora do lar";"A";2500;7.88;1;0.2;"gYbTiAxe-wU9v";"nao";2
"8q8EbTnf-cqgA";23;74758;"Hipotecada";3.0;"Szhx9mHX-xQGN";"Pagamento de debitos";"B";11050;10.37;0;0.15;"B9PIjGrA-3Kx5";"nao";3
"plcplj1W-w7gr";21;24000;"Alugada";5.0;"TQ6aSIKY-vAsx";"Educativo";"A";10000;0.0;1;0.42;"TDP3K8WJ-kNCz";"nao";2
"OqqpjWly-vcmN";26;72000;"Hipotecada";1.0;"zBEL4YnB-kdbM";"Melhora do lar";"D";10500;15.28;0;0.15;"yGdEN8rA-04Dq";"sim";2
"4Xx4lOO7-OKeO";27;35004;"Alugada";7.0;"8g7rCr17-HOP7";"Medico";"B";5000;10.75;0;0.14;"B7zCTO09-z01P";"nao";8
"gQB1vBJT-l3QD";42;30000;"Alugada";0.0;"Nn6Xqn5N-z84b";"Pagamento de debitos";"A";4200;7.49;0;0.14;"lIIvEYGR-uHEy";"nao";13
"x08Ho4Kj-6zXR";28;70910;"Alugada";8.0;"2Mz6hDjD-lt85";"Medico";"E";3000;17.44;1;0.04;"Qfg0l7nz-bpym";"sim";5
"DkInsqgZ-OdWO";26;28800;"Propria";8.0;"AoPaNyOu-MtOW";"Educativo";"A";6000;8.9;0;0.21;"syvvStng-AqDR";"nao";3
"e9vGEkKY-wIYu";23;54545;"Hipotecada";7.0;"GI5eaJNm-kew4";"Medico";"";6000;7.9;0;0.11;"c09fqHnt-hJXm";"nao";7
"3m8cwB1s-zYLa";26;250000;"Hipotecada";11.0;"oKQRc225-4gdg";"Melhora do lar";"B";9000;9.99;0;0.04;"CZwUXdeZ-kJ51";"nao";2
"uwE9Pjsm-rcqA";37;63000;"Alugada";1.0;"3Od8dLo1-I48u";"Educativo";"A";14900;9.63;0;0.24;"pLwfJrUM-i4kv";"nao";17
"XImx2jjg-nbFH";21;45000;"Alugada";5.0;"DoUZNKG1-6gxL";"Educativo";"B";10000;0.0;0;0.22;"3EaMOqYf-0RMw";"nao";2
"lXTftHnB-NQci";28;65000;"Alugada";2.0;"ZCHgaycA-wXoB";"Melhora do lar";"C";7200;13.98;0;0.11;"afRzDCJ2-23JP";"sim";5
"g9HTezr0-zFnU";32;85000;"Alugada";5.0;"dzqb24uS-x34l";"Medico";"B";12800;10.75;0;0.15;"mPlPCvAW-DjQa";"nao";7
"j4vXE3Oc-qZ1O";30;71400;"Alugada";0.0;"k2reFgAe-vbTk";"Melhora do lar";"C";9600;12.61;0;0.13;"fhbOrWGh-jQj9";"nao";6
"O5mzA8KN-wtKC";35;273700;"Hipotecada";8.0;"LMaq9jH1-vlN0";"Medico";"D";25000;14.59;1;0.08;"ynZydWAO-txtl";"nao";6
"9oXdgps0-JS4I";25;26000;"Alugada";4.0;"lHJyf1H8-48iq";"Medico";"C";8000;12.87;1;0.31;"dl06GuPo-mc2q";"sim";3
"rJkBzlv8-512z";37;35000;"Alugada";0.0;"dTq8foon-sDOw";"Pagamento de debitos";"D";8000;5.42;0;0.36;"PKHw3ekm-1vl5";"nao";4
"wKkI2DIn-tH7X";31;110000;"Hipotecada";4.0;"qecKkI0Q-2aPG";"Pagamento de debitos";"B";6000;11.99;0;0.05;"TPTqh2Wy-fmbY";"nao";7
"4y1mw5uX-hLSY";26;120000;"Alugada";3.0;"P3rY3WD1-i5N9";"Melhora do lar";"A";5000;7.68;0;0.04;"rUX0cm7d-i4L3";"nao";2
"18u90vul-Ud0R";21;35000;"Alugada";5.0;"Te29JxTb-LL95";"Medico";"A";9000;8.94;0;0.26;"5dfawivK-2MS3";"nao";3
"DlQ8DEEy-xXE0";27;66300;"Alugada";1.0;"1ZZObmsF-iEzX";"Medico";"D";9600;0.0;1;0.12;"3laTr3Cm-WeZ1";"nao";7
"kL8ulXbB-uq9A";23;51000;"Alugada";1.0;"i389k8xK-JhkX";"Medico";"A";7000;6.99;0;0.14;"vo7tzayB-qX75";"nao";3
"GcZhtond-jP4s";27;258000;"Alugada";11.0;"WWSKshGg-oppj";"Educativo";"E";35000;18.64;1;0.14;"Fwt4od5n-v70Y";"sim";7
"F8Lbira7-WcSx";23;20800;"Alugada";0.0;"Gg3t9iFr-4vfp";"Pagamento de debitos";"B";3000;11.46;0;0.14;"sgfvF12l-iIQC";"nao";4
"AyRnlhYs-2sWu";37;14400;"Alugada";2.0;"FYsX8als-cQBj";"Pessoal";"A";6950;7.66;1;0.48;"nChtLOUU-h0IL";"nao";13
"gXXpZIqg-iYHj";25;49000;"Propria";4.0;"vK916AMx-KM4N";"Empreendimento";"A";2500;6.76;0;0.05;"CHNmY6WK-85zp";"nao";3
"lZxnmaq8-X4ea";28;42000;"Alugada";5.0;"dg7GKrfT-gMBG";"Pessoal";"B";4800;12.42;0;0.11;"rEGzP6ue-N8Ut";"nao";9
"9rOwdewg-dscR";22;22292;"Alugada";5.0;"tAECKApG-BwoQ";"Pagamento de debitos";"D";3500;16.49;1;0.16;"J3Hcv8DE-ZaPY";"nao";3
"nIMvecfo-Q3Er";24;36000;"Alugada";1.0;"KZZ0BZZR-nhso";"Pessoal";"B";8000;12.12;1;0.22;"QDcxebvS-7azr";"nao";4
"S3FUN8BN-a86N";34;29152;"Alugada";0.0;"9RtGSaak-hp6d";"Empreendimento";"B";5000;10.36;0;0.17;"t1IS6HBY-rIGE";"nao";7
"bndB2nrG-3Qek";23;65000;"Alugada";6.0;"gjBNYc86-yQkC";"Pessoal";"A";8000;9.32;0;0.12;"7RDlcK3Y-OMFv";"nao";3
"da8NqLst-rJfo";24;87550;"Hipotecada";5.0;"QgtSQGoR-N5CZ";"Educativo";"B";3600;11.86;0;0.04;"xxiFPfIi-xHQL";"nao";4
"lHKkk4iT-uMYc";25;177160;"Hipotecada";2.0;"SfLZi10E-Dxbp";"Empreendimento";"B";24000;11.11;0;0.14;"mazsxkb2-EPjn";"nao";4
"PWssJR75-znHR";24;32304;"Alugada";8.0;"CO3Boxxl-8vAB";"Medico";"B";1500;9.91;1;0.05;"bcHsqRut-as0k";"nao";3
"e7vE73Xu-YPii";36;52000;"Hipotecada";8.0;"cPOyTE4b-n5Cm";"Pagamento de debitos";"B";2275;11.86;0;0.04;"7BeRX7vF-jnXt";"nao";12
"B80CrnUC-AvFt";26;87500;"Outros Casos";3.0;"G044ts7W-47uO";"Empreendimento";"D";7500;15.05;0;0.09;"Nvq1Qs0o-a1SF";"sim";2
"TK7kdTZy-LPWF";23;36000;"Alugada";0.0;"hZn3HCjD-CfUj";"Educativo";"C";3000;12.29;1;0.08;"CBc26gKq-WC2d";"nao";2
"B1lOysyQ-R7NO";24;35000;"Alugada";0.0;"ivLuljOA-PxYM";"Pessoal";"B";4200;10.37;0;0.12;"iccwtEJf-m9xt";"nao";4
"sE4fXxEO-mD88";22;128165;"Alugada";6.0;"YC1BgYLX-abtJ";"Pagamento de debitos";"A";14000;8.94;0;0.11;"goOmLh0x-ptor";"nao";3
"llrBpbhc-ZUY5";24;78000;"Alugada";4.0;"v69U1Sm2-8qXK";"Pagamento de debitos";"D";30000;0.0;1;0.38;"1NjeT1dZ-S2we";"sim";4
"dc3edxaA-fORv";36;32000;"Outros Casos";9.0;"GfO8aBo8-zIl3";"Educativo";"B";5120;7.51;0;0.16;"mz9kL84L-Pw1p";"nao";5
"AUZMEThu-PM5H";25;50000;"Alugada";2.0;"RBKLJttd-WAmj";"Medico";"E";7000;15.57;1;0.14;"2Pig713b-ut6o";"nao";3
"Raw3qNz6-sp5J";27;62900;"Hipotecada";1.0;"4YNBjFt8-2L1w";"Medico";"B";8000;11.46;1;0.11;"gwnxd465-zNqp";"nao";8
"txNhZjSU-JBot";22;41000;"Alugada";3.0;"OF7biIUe-M94S";"Pagamento de debitos";"C";15000;12.73;1;0.37;"mXcojD74-pHki";"nao";3
"ZimfHCj5-7SX4";23;60000;"Alugada";3.0;"P3KTuXUu-heiW";"Pessoal";"B";17000;11.11;0;0.28;"uy8gHUaX-PTFb";"nao";2
"24IfOKPp-n2Y9";24;110000;"Alugada";8.0;"HMTX9F7e-txi9";"Empreendimento";"A";3000;7.88;0;0.03;"LXbBHnuR-0k3c";"nao";2
"wBIlOptl-jfvn";22;44582;"Alugada";6.0;"4qWQT7R6-qzXP";"Melhora do lar";"A";4000;5.99;1;0.09;"GmrY0YvB-GNOA";"nao";4
"qNT1w4Gj-od1x";25;75000;"Hipotecada";9.0;"8NcunoId-XN1R";"Pagamento de debitos";"C";8500;13.22;0;0.11;"cfjYbHb4-auCO";"nao";4
"rrSB2inU-wxdv";35;40000;"Alugada";6.0;"tcUq97J4-puML";"Pagamento de debitos";"C";5100;13.72;0;0.13;"K2MbhxfW-N6JY";"sim";5
"8dqDd1IN-UXc4";34;28500;"Alugada";0.0;"MCaYOC2O-eqQk";"Educativo";"B";9175;12.69;1;0.32;"vtbIn9C8-1ykW";"nao";5
"WlRKmBMv-ycm6";29;21996;"Alugada";4.0;"SlxOiteh-8H38";"Pagamento de debitos";"C";2500;13.11;1;0.11;"ENiLdCDl-obX4";"sim";8
"cY5jOqvW-OFbE";22;57000;"Hipotecada";1.0;"i0mCLk4x-HSua";"Empreendimento";"A";3200;5.99;0;0.06;"xE4EvZSN-h76y";"nao";4
"LaSat9Sk-zLa0";23;250000;"Hipotecada";7.0;"Pv8UX7vL-1jJw";"Educativo";"B";8800;10.0;0;0.04;"1qPFUuEW-sBNo";"nao";2
"Iwugk6QT-8R9Z";29;39000;"Hipotecada";12.0;"p44KodPo-j4ho";"Pessoal";"A";16000;5.99;0;0.41;"xtuLJ1BS-AeGj";"nao";8
"YEWOxBSM-R9Nv";23;17688;"Alugada";0.0;"zzr4HGl8-nStB";"Pagamento de debitos";"B";20000;0.0;1;1.130710085;"5Ig8FQxE-Xx2y";"nao";6
"5zKUH39H-Oxjy";25;56004;"Alugada";3.0;"0TsRmQqF-XSZC";"Pessoal";"C";7000;14.22;0;0.12;"WovxObMr-4j65";"nao";4
"wQEMLIcR-J9sU";28;48000;"Alugada";1.0;"eIm6kXgG-bKPd";"Empreendimento";"B";2650;11.26;0;0.06;"vOJRU0Mt-WgJU";"nao";6
"ZzN1puxX-JHYG";48;85000;"Hipotecada";0.0;"g0flfZY7-dlSE";"Educativo";"A";10000;7.51;0;0.12;"5zWBPrTZ-ytBr";"nao";13
"r4EMAIP3-v3qB";22;71000;"Alugada";6.0;"gXeA5JUt-4rEM";"Educativo";"A";1500;6.99;0;0.02;"STryYSoN-DRvr";"nao";3
"BGEXfF3I-MPDw";28;15000;"Propria";2.0;"pcC2Kx3I-lbHI";"Pessoal";"B";4375;12.42;1;0.29;"Re7Gtml0-8aAj";"nao";9
"DgPAHfNx-4SuL";21;120000;"Alugada";2.0;"cMBZ6yiY-tzsA";"Pagamento de debitos";"B";10000;11.71;0;0.08;"fDaecuGO-uB9v";"nao";3
"E7ffYcB2-raQX";26;74400;"Hipotecada";10.0;"lTORsDaX-g7Bm";"Pagamento de debitos";"A";15000;6.54;0;0.2;"SPngvfz5-qYGt";"nao";4
"gS0vx1ho-GxfJ";28;55000;"Hipotecada";7.0;"HAunvLDo-MolW";"Pagamento de debitos";"A";22000;0.0;0;0.4;"taUvek3B-rZtJ";"nao";10
"1xN2APxO-PMwu";36;30996;"Alugada";2.0;"PQ1i7kgN-qDPA";"Pessoal";"C";5500;12.53;0;0.18;"DRCEefli-fK8v";"sim";15
"RSoSDrgZ-quLt";24;70000;"Alugada";0.0;"uKtIniqY-TkAP";"Medico";"A";10000;7.29;0;0.14;"4xS6Q5Zc-0X8M";"nao";3
"vQeKi6jj-S7Mp";28;90000;"Hipotecada";12.0;"UTlIhe5Z-C3Rx";"Melhora do lar";"C";5000;14.79;0;0.06;"lxX6OwH3-4caY";"sim";8
"H7wNAEEJ-1ISN";32;44004;"Alugada";2.0;"yuJgxuE6-aeoM";"Pagamento de debitos";"F";5000;18.25;1;0.11;"u14BNxJD-itOU";"nao";5
"CpeyXfri-9dLr";21;40000;"Alugada";5.0;"eOp6brNW-6brH";"Educativo";"B";1500;12.18;0;0.04;"I7BO4jyw-ueRQ";"nao";4
"Af6D9iZa-cOqL";25;70000;"Alugada";1.0;"uqKLAfKW-nAk0";"Empreendimento";"A";5750;8.0;0;0.08;"4atKuGoJ-vpH7";"nao";4
"35H31UEG-0KsD";24;36396;"Alugada";8.0;"e6m8YlcP-g91n";"Pagamento de debitos";"A";5000;6.03;0;0.14;"qYxesURt-0evX";"nao";3
"vQ12Hgau-kxxb";33;100000;"Outros Casos";4.0;"HR5C4ZHD-68nX";"Empreendimento";"A";7000;12.98;0;0.07;"MZEAxLN5-jFCN";"sim";8
"pMwsMDHR-aOTx";30;9600;"Alugada";1.0;"PqP1ejuL-Ki6o";"Pagamento de debitos";"C";1500;12.73;1;0.16;"Z47p22ls-rt6I";"sim";9
"NoqZt9hp-5qxB";37;200004;"Hipotecada";0.0;"NwyoA9xY-MpWm";"Pessoal";"C";5000;0.0;0;0.02;"0pYfpCkO-gLyI";"nao";12
"JkKRmhSJ-aYOK";22;38004;"Propria";0.0;"Fzbvi8dY-W7nj";"Empreendimento";"D";3000;12.92;0;0.08;"O5S8SkOC-Mp8B";"sim";3
"h1Q0MFdc-c6aY";24;56000;"Propria";8.0;"hcQpXMx4-bPMG";"Educativo";"B";2000;11.49;0;0.04;"wEaSCOq8-5NJJ";"nao";2
"ZtFKaHYz-EfwS";29;73000;"Alugada";7.0;"UrSDOZmq-SHv8";"Pagamento de debitos";"C";2500;14.35;0;0.03;"GDPH8bRr-rfBD";"sim";8
"Rk5YEryH-ugnQ";28;55000;"Outros Casos";6.0;"f55XyGdg-TDwk";"Educativo";"A";6000;0.0;1;0.32;"IqSkEEaq-GWQp";"nao";12
"OQjTZz3f-461u";26;70000;"Hipotecada";9.0;"A8p05RvB-qMW5";"Empreendimento";"A";35000;7.9;0;0.5;"QwXcNx4l-93C1";"nao";2
"QupskOYP-xcmM";42;100000;"Hipotecada";7.0;"IKGkqxzy-RcHp";"Educativo";"C";5000;14.26;0;0.05;"fF86rrII-NA01";"nao";12
"1hEuiI9M-mr1Z";30;65000;"Alugada";1.0;"QUpz1A64-MAFf";"Pessoal";"B";12000;11.49;0;0.18;"t1SG0TRi-UM6s";"nao";7
"Kl8prAnG-4KD2";36;100000;"Hipotecada";17.0;"GiCXHggn-G0Oz";"Pagamento de debitos";"A";6000;7.14;0;0.06;"YZdlYvK1-jyrp";"nao";17
"xR9pcmNX-ecjB";26;65000;"Alugada";4.0;"tLDrn0sg-kNRh";"Pessoal";"A";8000;6.92;0;0.12;"N3d29NjA-fSts";"nao";4
"MCTnkovx-OkZI";26;59600;"Hipotecada";9.0;"wQFS87yA-69IY";"Empreendimento";"E";21000;16.45;1;0.35;"1BNbfBPb-9no0";"nao";2
"oeSqzh4Z-N0bC";23;54996;"Alugada";4.0;"rwdr4l6H-oz2d";"Educativo";"B";16700;10.37;0;0.3;"S5k46uNa-cvQR";"nao";3
"KI7BqsSt-Iavt";21;39000;"Alugada";4.0;"HvtjOceb-inOW";"Educativo";"B";6000;10.38;0;0.15;"9oWRTWUT-L49X";"nao";3
"EbK8pAhP-qrNe";24;50000;"Alugada";6.0;"oZwyvw1E-fN0S";"Pessoal";"A";4000;7.66;0;0.08;"LXTSCpdW-veiT";"nao";4
"6T9Geq4g-3kuP";33;75000;"Hipotecada";17.0;"qbGh7dGb-kxYN";"Educativo";"C";12000;0.0;0;0.16;"oB1HR1L2-1tec";"sim";10
"Nbom2sPx-CmSi";24;39000;"Hipotecada";3.0;"s2blb2lr-YqNn";"Melhora do lar";"A";5600;5.42;0;0.14;"hKXOtjmu-mlER";"nao";4
"ljZzdC47-OGkG";21;30000;"Alugada";0.0;"krCXQQA1-KCah";"Pagamento de debitos";"A";1500;7.29;0;0.05;"Jcm34AJB-RLrE";"nao";3
"dFimbEm6-MqeJ";31;102000;"Hipotecada";5.0;"t14nQyu7-LdEp";"Educativo";"A";4000;7.88;0;0.04;"iMZJL9pS-vRPU";"nao";10
"52o98vTC-Wcan";25;23712;"Alugada";9.0;"gogIPEc3-8rtn";"Medico";"B";1000;11.49;0;0.04;"T4h6nlH9-yvmI";"nao";2
"riItZDLL-Taxk";29;69000;"Hipotecada";6.0;"4rc9DkiF-f2SD";"Pessoal";"D";18000;12.61;0;0.26;"pFrTLaRQ-StRR";"nao";9
"kTMzhQam-oTlR";25;52000;"Hipotecada";9.0;"mp0YoAwS-3uNN";"Melhora do lar";"A";24500;6.17;0;0.47;"EA0yD7qz-014g";"nao";3
"afUGYAJA-8THN";23;72250;"Hipotecada";7.0;"Xtexq4d0-pd79";"Medico";"D";35000;15.99;1;0.41;"SY92sdBq-Xz1c";"nao";2
"ZfQpAr0F-ARDi";22;130000;"Hipotecada";3.0;"cKclOI7y-ujjc";"Educativo";"C";14500;0.0;0;0.11;"YHtIaL76-0mfE";"sim";4
"Hm07DgPA-XkMt";30;51000;"Hipotecada";4.0;"I6HH5F60-dSJT";"Pessoal";"B";2000;10.99;0;0.04;"3xOzs894-ginq";"nao";10
"EFjRdEU4-OUlf";23;60000;"Alugada";7.0;"ySGKI5d0-4IcM";"Pagamento de debitos";"B";25000;10.25;1;0.42;"6198aGbx-bkdh";"nao";2
"ZMNbAJPe-rikD";24;54400;"Outros Casos";8.0;"bFPhLfAQ-b8lb";"Melhora do lar";"A";11000;0.0;0;0.25;"FOYzkusF-D1H4";"nao";12
"Y5jUW8LC-ZRMT";39;92000;"Hipotecada";1.0;"zPohWc8z-wCSd";"Pessoal";"C";20000;14.79;0;0.22;"eHLMtPu8-yJr1";"nao";16
"q6jShijc-mWYM";22;72000;"Propria";6.0;"A3h43LEz-OGKF";"Empreendimento";"B";16000;10.37;0;0.22;"348JJyIF-3ca7";"nao";3
"ZfflnYDo-gI62";29;148716;"Alugada";4.0;"MS7LNHKL-NJq9";"Pessoal";"C";24250;13.23;0;0.16;"BT6UCTds-W2oO";"sim";9
"B33sgWqu-praF";22;44004;"Hipotecada";3.0;"8bv9ccLd-PaN2";"Educativo";"D";9000;14.11;1;0.2;"v9wQaOoA-B09R";"nao";4
"2YbxH3jQ-simk";35;50000;"Hipotecada";0.0;"Wcsvj4l2-rpwN";"Educativo";"C";5600;12.53;0;0.11;"iDMvnFJD-B1oi";"sim";7
"7AezrqOq-1xY5";38;27600;"Alugada";3.0;"SdEpLfOQ-xxsA";"Medico";"D";5000;14.59;1;0.18;"iNzAdlEW-rrti";"sim";16
"b8jN2c02-CbqW";23;72000;"Hipotecada";7.0;"SC7OlzyZ-RAKD";"Educativo";"A";20000;7.49;0;0.28;"xE3n40bO-4rbt";"nao";2
"Kvv6Dmzl-sXra";27;84906;"Hipotecada";11.0;"ZPKTUj2U-DgQr";"Pagamento de debitos";"A";4500;7.51;0;0.05;"yyWrHrXC-mUf0";"nao";10
"8X5B5QhE-baJl";28;81120;"Alugada";0.0;"BG4UpyOv-p0KA";"Pessoal";"A";8350;7.49;0;0.1;"RxCxeGrR-QmFB";"nao";8
"0bPhmpB1-DfmY";23;65000;"Alugada";2.0;"apYOmheF-yatl";"Pagamento de debitos";"";5000;14.59;0;0.18;"MZnUNtq1-zE9d";"sim";10
"mrfyMdi7-QByQ";28;67000;"Alugada";3.0;"gWn6hAtm-jYD1";"Melhora do lar";"B";12000;0.0;0;0.18;"xdaq9pNY-Ap8K";"nao";5
"Nw2cPKIG-M3EP";23;50000;"Hipotecada";5.0;"c8n3apdT-KQUo";"Empreendimento";"A";3600;5.99;0;0.07;"jPD35Im3-XuAZ";"nao";2
"LvFsld5y-nfpi";29;46000;"Alugada";6.0;"Pz1rdfFr-aSjb";"Outro";"B";6000;0.0;1;0.18;"AvAORTt5-oE7q";"nao";4
"7Oj8Xtat-oQpx";28;46000;"Alugada";3.0;"a3cJ54Ed-GQ2a";"Pagamento de debitos";"E";9000;17.56;1;0.2;"RBlt2bMw-IHzx";"sim";7
"kYAmrFbp-E8O5";23;69996;"Alugada";8.0;"7EWsPuUa-DpDj";"Educativo";"B";13000;11.58;0;0.19;"Aqr1Rdft-N9hr";"nao";3
"SopiNR7C-iLNc";22;72321;"Alugada";6.0;"BLdZDC1F-Zw4E";"Pessoal";"B";6650;0.0;0;0.09;"vnahEWbA-cTiU";"nao";4
"pjtKMe0J-srbO";29;141000;"Hipotecada";1.0;"7QxMuCxh-06Ja";"Empreendimento";"A";8000;6.99;0;0.06;"EJGMgRDu-X8CJ";"nao";9
"o8CPxzyy-BZv5";23;47000;"Hipotecada";8.0;"BHHUzeUi-IwLJ";"Empreendimento";"A";7500;7.51;0;0.16;"qjhafour-yFlT";"nao";4
